,Betweenness Centrality,Closeness Centrality,Degree Centrality,Eigenvector Centrality,Clustering Coefficient,PageRank
feature,6.008840846437192e-06,0.32151549570014604,0.0040373454453696694,2.9327640706669074e-05,0.0004319107314296762,6.420738147542131e-05
shoot,7.788761591085339e-05,0.3507390034516329,0.011102699974766591,0.000562114268025401,0.00030760917199888847,9.056455702120234e-05
wonder,0.0002598871468195754,0.3703046159596337,0.01867272268483472,0.0002916159246969972,0.0002579151817866189,0.0001264658460274386
category,4.958384707331744e-05,0.34110862454811497,0.008579359071410548,0.00020825604846390225,0.00035871277732750793,0.00013280358102566424
customer,0.00012331453853077536,0.35409220872051467,0.02195306585919758,0.0002368192382945787,0.00034634694954373675,0.00025360386940074744
individual,0.00010598127830178505,0.34693162916922,0.0116073681554378,8.78826428224511e-05,0.00017519724937964767,9.58438448615115e-05
infrastructure,2.063785399456957e-05,0.32614599621430335,0.0055513499873832955,5.3489478156186746e-05,0.0004419726432371362,6.810175541917948e-05
angry,3.45061549132673e-05,0.3543138131426017,0.007317688619732526,5.054998514926363e-05,0.00035389574900731994,6.902527295139485e-05
bloomberg,7.370361972749442e-05,0.34028851107676455,0.009084027252081756,2.6008741831858816e-05,0.00017133599522788909,7.979604182535537e-05
great,0.0027333415491510296,0.39610194902548723,0.09336361342417361,0.0020268179956735768,0.00021842598238772847,0.0007800409313068948
mike,8.872672483146329e-05,0.37040844938779327,0.010598031794095382,0.0004886816774612619,0.00028647125899043153,0.00011734925017919997
shuts,1.5632184727857186e-05,0.3346845705599189,0.00984102952308857,0.00014109680160785768,0.0003851345045428621,0.00010825743333606316
grab,6.670504379802104e-05,0.3526428190069407,0.010598031794095382,3.282479554471509e-05,0.00018106696099361047,8.737060737590947e-05
tracking,7.37711989150211e-06,0.3204236739974127,0.0035326772646984608,3.044801298248051e-05,0.0005581713698979663,5.615330542441561e-05
change,0.0011105696803593481,0.38416052733617684,0.04542013626040878,0.000721625111199746,0.00020440166563425737,0.000567415967587247
incident,6.842828815962365e-05,0.34237580993520517,0.013626040878122634,0.0008168474672738645,0.0002795055374452677,0.00011055486725460977
u,0.009827878069598204,0.4026211520877781,0.24829674489023468,0.008763456508213733,0.0001472127518466483,0.0032616041016126133
confirms,8.085107262403484e-05,0.3326059588753672,0.019934393136512744,0.0008629421471074875,0.0003793370100609822,0.0002395193496936961
oklahomamy,9.18371468818986e-07,0.30640173186949127,0.0035326772646984608,6.114842176316066e-05,0.0006003202668122992,6.69117673624334e-05
established,9.531571242955546e-06,0.3180577849117175,0.0058036840777189,0.00012491770810632184,0.0005091835940513469,7.02641447276852e-05
sandy,0.01862447383140018,0.41084387310802406,0.3441836992177643,0.025372382476435522,0.00012043010358181118,0.008439758916722342
hope,0.003806899312664963,0.3896755162241888,0.128185717890487,0.004794895840439116,0.0002247247692883586,0.0014351430635895154
body,0.0008773459952904473,0.354948499776086,0.03255109765329296,0.003451759316998203,0.0003854185681713617,0.0004823298979358584
explosive,0.00018228260838431949,0.3469620031518123,0.020691395407519554,0.0006874294233470188,0.00019915457543734396,0.0001876715495170793
broadband,0.0,0.06357074109720885,0.0010093363613424174,3.853813906384749e-07,0.0031229136918260584,0.00013985285883147403
unfolding,1.6471982020471853e-05,0.3146986421027555,0.005299015897047691,9.884328238160297e-05,0.0006506226696374927,7.514314138726674e-05
apart,7.704201706909744e-05,0.3677616926503341,0.01387837496845824,0.0006348766830567146,0.0003225740269741574,0.00010933190889841286
recovering,3.529086526735913e-05,0.3418737060041408,0.009084027252081756,0.0003458842706289943,0.00047914093018855294,8.57484280370853e-05
epa,8.97107404076318e-06,0.3297279307762709,0.0055513499873832955,0.0006907640030846374,0.0004499440484224654,7.112254342396521e-05
talked,0.00010157407298473472,0.3649171270718232,0.008831693161746153,0.0003144374850366486,0.00030962821265817226,7.255821096660092e-05
fit,0.00011432463709142292,0.3351374207188161,0.006560686348725713,1.148000283739407e-05,0.0001869193627839717,7.088889150908245e-05
convinced,5.831512390572809e-06,0.31355328744362687,0.0040373454453696694,9.714680156422376e-05,0.0003416859251868549,6.79894001539481e-05
currently,0.0002971968027585166,0.3657928742846594,0.0232147363108756,0.0003806650639047075,0.0002580361198302229,0.00017521647011906294
laugh,3.9732410381855815e-05,0.3442494788047255,0.00933636134241736,0.0002080907768775678,0.00036108901845262196,8.378175816790181e-05
sure,0.001098064905936635,0.38603156049094095,0.05425182942215493,0.0016810609013578975,0.00029487760940263207,0.0008299252220089147
quake,2.41182192969699e-05,0.3359898261975413,0.008074690890739339,0.00040490667607701,0.0002690173229966205,8.449023553550934e-05
pope,1.7197589298085988e-05,0.3326059588753672,0.0055513499873832955,0.0003063288433999859,0.00038686634630369745,6.295831722233685e-05
daddy,5.310356892636533e-06,0.33002998001332445,0.004542013626040878,0.0003146028761145375,0.0006128309848292847,5.905152321544932e-05
represent,3.1314098569032835e-06,0.3214894134825992,0.003028009084027252,1.347461579910659e-05,0.0002978300304256434,5.2722922793905804e-05
became,3.0095865670492957e-05,0.3158020559407124,0.008579359071410548,7.252384919562527e-05,0.00016058983949081211,0.0001479006783400961
father,0.0001233390647973648,0.36274599542334096,0.026999747665909665,0.0014075689663507235,0.0003499668938041624,0.00024455275175624356
email,0.00016528127898982672,0.3643467867978303,0.01791572041382791,0.0005401948966292111,0.0002640305846397757,0.0001242248468599748
bible,3.1379596714346514e-06,0.3273312959444949,0.0035326772646984608,1.8003802408084977e-05,0.0003645787312176635,5.7194410358400175e-05
iphone,7.041300668710723e-05,0.3218026796589525,0.0063083522583901085,7.58641240235982e-05,0.0001305715102860751,6.934705434321623e-05
stress,4.353998709421812e-05,0.3347976683281237,0.0055513499873832955,3.367608799769003e-05,0.00020720181490377687,6.241936886132419e-05
calling,0.00011040616726148111,0.3393269971744156,0.017663386323492306,0.00029811826754282404,0.00029328395108076615,0.00016429293568748812
wet,0.00045911354444948656,0.3709284912017971,0.024728740852889224,0.00016437584349462958,0.00019506029670190257,0.00019781956740601834
others,0.0004374349382373566,0.37646053006554575,0.03658844309866263,0.0013944076772928026,0.00030013441846093975,0.00033997058776611707
craz,0.0,0.12044860494802748,0.0005046681806712087,2.0385535146851924e-05,0.004478593355321677,4.5586460641619975e-05
burger,2.568220794874865e-05,0.32646840761182966,0.0058036840777189,2.0683722402436023e-05,0.0002003997353651153,9.752806072304041e-05
send,0.0007054504401484081,0.39048182086905114,0.05147615442846329,0.001684139195172338,0.0003225564060371882,0.0007215343529344393
month,0.0003424577809696614,0.3558728448275862,0.026999747665909665,0.0002568748956353245,0.00020711274587121065,0.00019693451389867495
detail,0.0008813524348496016,0.3821969331661684,0.04617713853141559,0.004943468919558541,0.00027897543282596815,0.00045739538882786756
study,1.3566267737795413e-05,0.3190564366798164,0.005299015897047691,2.871742734016292e-05,0.0003073008244464183,6.311271740593483e-05
bombed,5.121413895527211e-05,0.3336701187168477,0.012364370426444612,0.0017572960473690624,0.000516112413975301,0.00018251794031045015
flat,3.4198439163060254e-05,0.3321877619446773,0.00757002271006813,3.466524085193444e-05,0.00018434883677808717,8.217906396889247e-05
lambert,6.130814811232481e-07,0.2788881069669247,0.0025233409033560434,1.8683031193995382e-05,0.0005381938536163725,7.700719215935653e-05
proceeds,0.00016320789625133572,0.3467798389919496,0.02195306585919758,0.00030681419595138314,0.0003090584312599199,0.00021375929881997546
arena,0.00010060741879197661,0.32229993493819126,0.008074690890739339,5.2988941599299665e-05,0.00031521942998589134,9.199430743566243e-05
set,0.0005799296601318734,0.36589419259532824,0.05273782488014131,0.0016615593685770993,0.00026092779070233964,0.0005612304733196655
quickly,5.916948177778597e-05,0.34469861703052973,0.011102699974766591,0.00010475022010062399,0.0002660299461347388,0.00010141675199114441
trust,8.381134989695042e-05,0.3304427582756608,0.007822356800403735,2.2274161227129074e-05,0.0001402035870223817,7.809589788225908e-05
crater,7.785394344753301e-06,0.3192620639651978,0.003785011355034065,0.00022667030443911882,0.00043820677837788093,6.320813018454393e-05
caribbean,1.3805526858743631e-05,0.32177655082819095,0.0047943477163764825,5.4304947705091954e-05,0.00030885390383762464,6.070952594640338e-05
minister,0.00046472413672934195,0.3376501661412627,0.010093363613424174,0.00013126112623055216,0.0005085061790459069,0.00022626110689130563
tune,5.194828968821373e-05,0.3662661737523105,0.011102699974766591,0.0006130326739048488,0.000348953412058459,9.619198142008569e-05
saved,0.00021216049776737344,0.35635284596708927,0.02043906131718395,0.00013842114484895692,0.00020170134495424807,0.0001614932530829148
c,0.0008002473460942812,0.37674683905314194,0.020691395407519554,0.0003183072791423725,0.0002118944288446924,0.0001452961377413992
gate,4.270247013223264e-05,0.3231409001956947,0.008831693161746153,7.085271493489565e-05,0.00016308528875940464,9.401077861353598e-05
poll,2.171645441487447e-05,0.3253694581280788,0.0032803431743628564,1.9582582555615163e-05,0.0005783738703904704,5.1119514319754384e-05
melbourne,6.173166760021068e-05,0.3201906762543427,0.0025233409033560434,6.690936632442502e-05,0.001086458533561353,8.899652495648671e-05
comment,0.0001246764136396643,0.3643467867978303,0.01387837496845824,0.0004350317035205404,0.000275721639083641,0.00010838984622379034
expert,5.6601199337697806e-05,0.33022248145987837,0.010093363613424174,9.614157176432467e-05,0.00024236846692870495,9.804301954811937e-05
fifth,1.9010378020086746e-05,0.3180067404910929,0.0063083522583901085,0.00046969631065136734,0.0008891452165886954,0.00011846595014737278
nj,0.0002379908781694371,0.3598147811875794,0.027504415846580872,0.00022119302439650723,0.00017778130924652193,0.0002083136202190613
damage,0.003927489255015434,0.4005457853244391,0.10749432248296745,0.003985667954441476,0.00020668128128893296,0.0011528959129591047
safeway,8.407474477091995e-06,0.3214633354964309,0.004289679535705274,1.4236467754609101e-05,0.0003413821187913927,6.725517995755201e-05
morgan,6.4521566762467015e-06,0.3106529748373442,0.0040373454453696694,2.4220546517917278e-05,0.00025488138205087606,6.845299913152297e-05
maybe,0.00023353099851970225,0.3742563037113986,0.025738077214231644,0.00020537643229001792,0.00019778448119822873,0.0001658625861606468
gov,0.000657225350233522,0.3634446074834923,0.02447640676255362,0.0016365083678496675,0.00019937068580024698,0.0002343737249627197
impressive,1.651698335198948e-05,0.32133300900024325,0.0032803431743628564,7.208784004959283e-06,0.00015133212986290825,5.209643908639741e-05
grateful,0.00011336423009640347,0.36060054595086444,0.014130709058793843,7.962818981872117e-05,0.00030076066343660677,0.00010034574014628259
native,4.960503729571893e-05,0.33154856521375387,0.005299015897047691,8.36957865983668e-05,0.0002939400947665416,6.348733243983355e-05
wrote,3.825312065713337e-05,0.3200872304337291,0.0058036840777189,8.81056464017895e-05,0.0002322432853190413,7.290486853054622e-05
bit,0.0004107882513022556,0.3784738802406647,0.03431743628564219,0.00018380141762177243,0.00018187811904418213,0.00024519085314726453
spend,0.00015611867140627656,0.36623232603271416,0.014635377239465052,0.00021817823456618855,0.0003882572473674744,0.00015591126969268003
interest,4.966589592430066e-05,0.3439507030029509,0.0070653545293969215,0.000540785947702446,0.0005914074536696118,8.763219482215006e-05
cbc,5.49391523790009e-05,0.3349957734573119,0.010093363613424174,5.6253127224279226e-05,0.0002445802703626485,0.00010439519240244713
romney,0.0003954379126349435,0.3567056705670567,0.02851375220792329,0.00016520388099684635,0.0001954016861176064,0.0003168832730383052
beyonc,1.7745634753263315e-07,0.3047289504036909,0.0010093363613424174,6.160988821219743e-06,0.0039160432043422325,0.00012483188407048427
olympic,9.004787822382937e-06,0.3077341202050008,0.0035326772646984608,2.026296701749598e-05,0.00020506351418095697,6.08247295802205e-05
flew,3.403552779636672e-05,0.32771024559662615,0.0063083522583901085,0.00015196613465218154,0.000287550047685084,7.165014683188559e-05
flo,1.4874561654160711e-06,0.3027733211093284,0.003028009084027252,7.023962942500272e-06,0.00016085789792108775,5.806374127396184e-05
wbc,3.9164276542095673e-05,0.3220380302291565,0.0063083522583901085,3.2367496515685226e-05,0.00013176031511296434,7.178866020012429e-05
treatment,9.582013329658579e-06,0.33536430566133535,0.004542013626040878,0.0003457999541544525,0.0003536967165688709,6.204400020410041e-05
follow,0.0008102665321596731,0.38304658805335395,0.04491546807973757,0.0008852260664362393,0.00022327004557286847,0.00033813852559415114
tf,5.6355673407717614e-05,0.3309394572025052,0.0040373454453696694,1.44953169761562e-05,0.0002611884841622763,5.5308343726107316e-05
topofthescale,0.0,0.23490012447394937,0.0017663386323492304,1.7954333680915877e-05,0.002706556907909337,7.068217406869946e-05
yorkers,2.4269836529157607e-05,0.32480944184902877,0.0063083522583901085,2.9036330678789372e-05,0.0002440442914308884,7.34431730480027e-05
creating,1.9110976639471455e-05,0.3162052182238889,0.0063083522583901085,2.7032405849981543e-05,0.00017842620163126697,6.889029476231086e-05
enough,0.00044817405372669125,0.3722524891978208,0.037597779460005046,0.0004915717296079769,0.00021951068221047338,0.00029871401187225963
connect,1.2017115653316986e-05,0.33704711685660826,0.007822356800403735,5.844170644178012e-05,0.00025918617311120013,7.996119058535489e-05
hwy,1.1809388956589454e-05,0.3287705326032852,0.0070653545293969215,3.092911419715734e-05,0.0001986360272099003,9.212161583230005e-05
helicopter,0.000192307980932727,0.37468091141155335,0.023971738581882413,0.0007891166815595975,0.0002510906605984698,0.0002525984987989262
escalating,3.968286800966654e-07,0.29941069809610155,0.002271006813020439,5.709547584268187e-05,0.0012745580123391144,5.89199383933687e-05
newcastle,4.374626572993177e-05,0.3417852522639069,0.0070653545293969215,6.367183046948262e-05,0.00041284695007138145,7.004227152900057e-05
prince,8.712071572723284e-06,0.30763856544014906,0.004542013626040878,9.923397883607325e-05,0.0005505877029085887,0.00010763950137055255
bunderberg,0.0,0.2803282167362241,0.0020186727226848347,8.818758304961461e-05,0.0014964420092725337,5.710128101059675e-05
misery,4.364103180547466e-06,0.310969868173258,0.003785011355034065,6.38406911709372e-05,0.00041618073359778136,0.00010841230820507537
cnn,0.001862108180911425,0.38360274900784047,0.060055513499873835,0.007342207357260936,0.000267957195759379,0.0006202047485787566
bar,9.533598463801902e-05,0.3561606902129954,0.010598031794095382,3.753740997991014e-05,0.00015020963459382513,8.754879200969182e-05
face,0.0004938966319706115,0.37383265729648146,0.03583144082765582,0.0010144995355214903,0.0002529916036267748,0.000361477389343247
collecting,8.853460837437784e-05,0.33536430566133535,0.013121372697451426,0.00012469511590517727,0.0002876788050541134,0.00017208302770865144
abt,8.350647253567767e-05,0.35371295965726524,0.012869038607115822,0.0003598065033688316,0.0003213763345572109,0.0001066815348622616
youll,0.00011417034424612279,0.3690287736288295,0.013121372697451426,0.00011574015119486303,0.00037181903208835174,0.00010285882437549834
hey,0.002045214264945437,0.3926872770511296,0.03885944991168307,0.0005382651269022251,0.000198780009424457,0.00023165454432049886
north,0.0011687135458871695,0.3812409812409812,0.0640928589452435,0.014746019315136782,0.0002601621392002225,0.0007761235885101683
must,0.0012671254390688013,0.392104482042149,0.049709815796114054,0.0008287489039773083,0.00020868826036962804,0.00038416409242928644
horrifying,9.388392916752085e-06,0.3406980742778542,0.008831693161746153,0.0020138439780973873,0.0007615994158364655,0.00011975158012996493
tuesday,0.000467512317268557,0.3567056705670567,0.02725208175624527,0.0004550778943050649,0.00018524079892591637,0.0002500786675516769
negative,4.62223096465986e-06,0.3276018847648177,0.005046681806712087,1.1535403944073714e-05,0.00026655318313890963,6.425467694836513e-05
romneys,5.042932789309682e-06,0.3256368118323747,0.003785011355034065,2.441514001232783e-05,0.00047369254349191554,5.878279367949778e-05
praise,6.37408198759874e-05,0.35456741522769974,0.011102699974766591,0.0002944583434159767,0.00031068967519270915,0.00011223431733069418
foreign,3.2287022471779704e-05,0.3207608255766896,0.00757002271006813,7.85108280007658e-05,0.00018072910807155588,7.986851834505872e-05
postponed,0.00022995788753290785,0.3493476727785614,0.016149381781478678,7.570889116179043e-05,0.00014029283247857675,0.0001310867507664488
ensure,2.310583738248293e-05,0.3251025430680886,0.0063083522583901085,2.0682532785263844e-05,0.00021563374328394114,7.63782937601243e-05
lost,0.00264447551273053,0.39260947097285515,0.0928589452435024,0.005372706760111792,0.00029581407518182017,0.0013875622431572614
nonprofit,2.221809643018378e-06,0.3048461538461538,0.004289679535705274,5.722256784313969e-06,0.00010337115356742597,7.438730199482534e-05
dzhokhar,9.790585507572529e-05,0.34842623527343064,0.014635377239465052,0.0007021267843818892,0.0004558581537238524,0.0002762535622542947
shooter,6.983546837372901e-06,0.3326059588753672,0.0047943477163764825,0.0013678325635223146,0.0008029212400677179,7.22145980683546e-05
charity,0.000433168857729529,0.36076467910787435,0.02851375220792329,0.0007086351728851416,0.00022712089659315913,0.00023443536579786036
fami,3.786035796811923e-07,0.279912417008052,0.001514004542013626,1.8718804591634044e-05,0.00020951609458179723,4.861573797437283e-05
cuba,2.3079802360693037e-05,0.3188510741008931,0.0047943477163764825,1.7334037408867498e-05,0.0002084069368948624,6.786000413844077e-05
blood,0.00034137604843363146,0.3702354260089686,0.032298763562957356,0.0007501828172038678,0.0002927808503621685,0.0003318780416139869
saskatchewan,4.548780571017087e-06,0.31002112180239383,0.0032803431743628564,1.748492222608988e-05,0.00031833240620403574,5.566069523477159e-05
tape,4.3834953980141066e-05,0.3364462178453179,0.010598031794095382,0.0016456435080970018,0.00044181888559768895,0.00012402081126574053
courage,3.164241559896005e-05,0.32577065351418,0.006056018168054504,1.2873365431148195e-05,0.0001336125966715712,7.630347251903408e-05
ashamed,2.734625873512766e-05,0.34137307261607375,0.0063083522583901085,3.806149629267509e-05,0.0001351621554412782,6.550337683763405e-05
girl,0.0006974726317714574,0.38419777023751817,0.04617713853141559,0.0037137830283930136,0.00027601336018666714,0.000616816132744466
speak,0.00010407540941722374,0.3572845293905518,0.014383043149129447,0.00030315782200283204,0.0002814753451556872,0.00011770882817584773
bastard,2.054760146189864e-05,0.34169684428349717,0.0063083522583901085,3.199195037465335e-05,0.0002756867476097669,6.280534606757831e-05
kind,0.0003910689256289401,0.37674683905314194,0.030784759020943728,0.0003677200422855221,0.00018832014225911452,0.00021526691863056626
joining,3.650930069989159e-05,0.34916299559471364,0.007317688619732526,0.00015850584083132818,0.00031671276153896934,8.663127975103624e-05
rose,5.4377002646857544e-05,0.3279814615575602,0.00933636134241736,0.00010950602998675827,0.0003468762833566721,0.0001496503598420919
nsw,0.0007331502288644145,0.36007632200617845,0.02775674993691648,0.0013371097921027436,0.0004358021213406157,0.0004301620853472892
given,0.0004754962549192388,0.375,0.01514004542013626,7.523759326030594e-05,0.00015268011733761053,0.00011667977067707921
precaution,1.7113340474735892e-05,0.32287762750529575,0.0063083522583901085,3.773644033767796e-05,0.00034626584875947124,8.918943005104973e-05
raised,0.00022373408918406035,0.35450398067805705,0.023971738581882413,0.0010596473164204523,0.00035937494844202254,0.00024253670997853845
number,0.0010665094999584856,0.39156209860685703,0.047943477163764826,0.0031509452531485686,0.00032121085895562554,0.0005840482413196117
impressed,3.1475187856423545e-05,0.3273312959444949,0.006813020439061317,3.520170759740451e-05,0.00019061477708320266,7.995241581588621e-05
confirm,9.028913094242323e-05,0.3462344923990914,0.011859702245773405,0.0006928780004404521,0.00046283933327601203,0.00011555809361141965
graduate,1.8606421661260977e-06,0.31121407256164596,0.003785011355034065,7.147816895050914e-05,0.00044312200420008283,6.847518448303125e-05
squad,5.575503060151201e-05,0.3325222352743749,0.0116073681554378,0.0002890688843312605,0.00019491653992233986,0.00013218301316992288
checklist,2.0102148196957535e-05,0.31057993730407524,0.004542013626040878,5.7635977939731446e-05,0.000387326499913572,6.883125520353442e-05
saving,1.684647476325914e-05,0.3337263157894737,0.009084027252081756,8.631875943378381e-05,0.00041839133138547803,8.705794036467753e-05
satellite,6.260090180109325e-05,0.3445487741262389,0.0116073681554378,0.00026081023770561424,0.0003875478213485727,0.00012459783033207816
plea,2.3078664927847776e-05,0.3131816026552869,0.004289679535705274,2.6391755397298595e-05,0.00025613945423949954,6.41674721907341e-05
kensington,8.694802345815988e-07,0.31479863372785766,0.0035326772646984608,7.5025332489740126e-06,0.0003869307029754227,5.5211073941897686e-05
ffs,1.9254386943784749e-07,0.30025001894082887,0.001514004542013626,3.572179231225751e-05,0.0006514983734652001,4.8198706836863144e-05
holding,0.00023839313260232568,0.3623811265544989,0.018925056775170326,8.308355292967224e-05,0.00011102752945126968,0.00015338161540249333
horse,0.00011870403669588637,0.36304507145474535,0.010598031794095382,0.00017201281547689777,0.0003771592486023002,8.310891425840307e-05
refused,1.707387066842436e-05,0.3335858585858586,0.0058036840777189,5.693638035202333e-05,0.0002919472058715387,6.436140102771513e-05
canceled,0.00011492646725227584,0.35033592644978784,0.012112036336109008,0.00011654341594122731,0.00027210267156793633,0.00011336305546757791
explode,1.03162970083235e-05,0.32248352184880785,0.003785011355034065,0.00027274422998107634,0.0005878693566571822,5.7779566453628785e-05
sunday,0.0007327652418292818,0.38216007714561234,0.03305576583396417,0.00034084733301384634,0.0002137452636063148,0.0002266804070704857
deserve,7.592307394221724e-05,0.33854433623782676,0.00984102952308857,0.00018637441646893172,0.00033048891127624016,8.744487351925394e-05
manhattan,0.00037710581287222117,0.3763175386952806,0.0232147363108756,0.00021850813032255786,0.00020249048107271893,0.0001957532866147619
choice,1.758171757330336e-05,0.3377364922447588,0.004542013626040878,3.284563634578747e-05,0.0002599305536210255,5.9670103825818266e-05
wedding,5.9568713430757494e-05,0.33533592824504993,0.006813020439061317,7.975061508712919e-05,0.00019447356493948746,7.245822261017043e-05
passed,0.00018647293613063522,0.3717984801576133,0.02447640676255362,0.0012699420534099716,0.0004551010366285603,0.00026999882570957957
russia,1.709991450638808e-05,0.3244106090373281,0.00757002271006813,0.0007911384794717721,0.0006499057829245241,0.00015051448767760005
grocery,0.00012562754108070935,0.3478451680856666,0.014383043149129447,3.955109466535517e-05,0.00013442398221314095,0.0001349234115122025
website,0.0001977360451371545,0.36978632079873097,0.01791572041382791,0.0003552153841679944,0.0003292601922763302,0.0001347241779349331
watch,0.0038010954130598554,0.39965711980637353,0.11203633610900833,0.0072113259452917,0.00022604409843116454,0.0011339927429831545
become,0.00023624787770430917,0.36040378319388866,0.01514004542013626,0.00014117458822042909,0.00024379435935980258,0.00012669578423400076
threaten,0.0,0.28880629645824224,0.0017663386323492304,8.227520053508251e-05,0.0019666543466342118,6.111276919139947e-05
shift,2.2736559304028066e-05,0.3246231979030144,0.006813020439061317,7.654953683509224e-05,0.00014508406219861916,7.866543511127698e-05
touring,3.5313074039529105e-05,0.3110919224428919,0.006560686348725713,0.00016237466796350231,0.000723846078993548,0.0001388752738863174
dark,0.00013523427155946496,0.34981022155530056,0.021448397678526368,0.00017080856539683552,0.00019495582044815385,0.00020802470749546473
defence,5.12972971198137e-06,0.2999545867393279,0.0032803431743628564,1.4007471463394319e-05,0.0004278650925338587,9.065765842666598e-05
wouldnt,0.000218447331916965,0.3501811434125652,0.019429724955841533,0.00022739894614737835,0.00026003420014694017,0.00021264801928224845
unaccounted,3.9053983418443095e-05,0.32438405500532047,0.010850365884430987,0.002139746284200139,0.000792751137751894,0.00016595918920346315
quest,0.0,0.08089075767472241,0.000757002271006813,2.225773319725972e-05,0.0036251753271511144,6.385239334634119e-05
imagine,0.00018749687428044927,0.37646053006554575,0.024224072672218017,0.000812308906533298,0.00039429609415293104,0.00021989202264997758
decided,2.7299675893430194e-05,0.35002649708532063,0.007317688619732526,7.783379372385061e-05,0.0003132618444010532,7.04833655616413e-05
anyway,4.056649686009479e-05,0.32926221335992023,0.008579359071410548,5.656253234762277e-05,0.0003263925356095527,7.630146855599197e-05
letter,0.00014787200728884673,0.3576069301570114,0.01917739086550593,0.0017727257399197918,0.00030371531635728464,0.00019979095041734352
master,1.1239616974687487e-06,0.3213590658449562,0.0020186727226848347,0.0001470584361864922,0.0005715094531609225,8.160410241629863e-05
agree,6.921902333348649e-05,0.36040378319388866,0.008831693161746153,0.0002183930008252203,0.00037263547371875315,8.2221960332064e-05
moving,0.0005285481660032281,0.37372689551112787,0.029523088569265707,0.0005026502599347183,0.00024837005088702884,0.00024283925390425638
veteran,1.1235667960082756e-05,0.32003553258499556,0.005299015897047691,2.3587112654962798e-05,0.00020331447458143528,6.556019646376608e-05
coping,2.8646912878132465e-05,0.3444289935685729,0.00933636134241736,0.0002037648191959048,0.0004011798225522056,8.162294038625743e-05
step,0.00016156382269951505,0.34907073020347046,0.02043906131718395,0.0001543034565290388,0.00016591423063055867,0.00019537597473716012
tx,0.003439051024042709,0.39432835820895523,0.11102699974766592,0.06492306947163407,0.00023191023593092954,0.0017759064684946067
tina,4.295981303154446e-06,0.3142993100166548,0.0040373454453696694,5.920887455680998e-06,0.00018302313575949022,9.052923199095496e-05
huh,2.3324818566453646e-05,0.3344303797468354,0.005046681806712087,1.629017901614568e-05,0.00027284662612016736,5.709903982502486e-05
irony,1.163119211656281e-05,0.3067574889697345,0.0027756749936916477,1.3454794051422693e-05,0.00020609461802644202,5.144438015194018e-05
drink,7.74245767030905e-05,0.3320485965647256,0.015897047691143074,0.0001122329817000331,0.0002749367824018808,0.00015760958814092565
rebuild,0.0003261799345680108,0.3734099689060586,0.02624274539490285,0.0002918175367666945,0.0002939967888367189,0.00020018204589447892
wreckage,4.883334132205964e-05,0.3468101864006301,0.006813020439061317,0.000381847245691553,0.00036371352955752933,6.472986761645509e-05
floodaffected,6.852851645400184e-05,0.3213590658449562,0.01337370678778703,0.00020162355756867158,0.00042617298473473885,0.00021532430132798966
polluted,0.0,0.11900186175004504,0.0010093363613424174,5.7081975863330334e-05,0.0035696725203439132,7.481952719828538e-05
hashtag,7.676148320762277e-06,0.3346280503250865,0.011859702245773405,0.00022180431014794303,0.000525754099141035,0.00024501613235326157
journalism,1.2644553598667199e-05,0.32109868740884784,0.003785011355034065,0.00020323717006627038,0.0003799636618896411,6.0573889135735555e-05
crap,3.4448611693401666e-05,0.35164152617568767,0.013121372697451426,0.000842575103589269,0.0004332729563996753,0.00013544333633902793
franklin,9.890331685047024e-06,0.3140502416990253,0.0047943477163764825,2.030589123093151e-05,0.0003021097025346238,7.222756244273785e-05
drove,3.760198088481549e-05,0.33816878573257103,0.010093363613424174,1.798874940034098e-05,0.00012613983485003447,0.00010577822706819709
announces,6.546388666292875e-05,0.34433921278999047,0.014635377239465052,0.00012818895158091733,0.00020860700173247568,0.00013433763091974407
sweeping,6.15274381188757e-07,0.28278863993149705,0.0020186727226848347,2.6323747760266533e-05,0.0007109113705629798,7.176164569788068e-05
idk,8.459572808949768e-05,0.3584479015918958,0.011355034065102194,0.00037324845327287823,0.0003422030015786146,0.00010899162097057692
band,3.709069086629288e-05,0.34377168632893823,0.00757002271006813,4.653862988646815e-05,0.00021672954299499793,7.89293994537603e-05
shaken,2.427271458553035e-05,0.30958518865713613,0.0040373454453696694,4.75466656703461e-05,0.0004788459235897784,6.164347122925532e-05
flooded,0.001435100545536912,0.39078986293264967,0.07115821347464042,0.00047323293383975924,0.00016494440701578591,0.0005528619856890664
proper,1.5456991675111127e-05,0.33118836703994653,0.0063083522583901085,1.038968888989858e-05,0.0001588321985556881,6.797620827342737e-05
helpless,1.121714476908737e-05,0.3193907156673114,0.0055513499873832955,1.4739687291614584e-05,0.00023962397511121135,6.958728307925898e-05
brooklyn,8.430842273815672e-05,0.3479367866549605,0.012869038607115822,6.122969612360056e-05,0.0002189610761886226,0.00010769976529019767
blow,0.00019288030399778212,0.35913004077933847,0.03179409538228615,0.0007186618288565898,0.00024831041774199325,0.0003400295120146225
ripped,2.2405007688533034e-05,0.32446373014573443,0.009588695432752965,0.007303712052494537,0.0008666159783446445,0.00014712369485910424
market,0.00013490128268400938,0.3504288619683438,0.01791572041382791,8.517548315610488e-05,0.00015500048310926773,0.00017487592837964148
hoe,2.695201838175052e-05,0.33080133555926544,0.008074690890739339,7.025861316591846e-05,0.0005003382216833318,0.00010698524418204829
